Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
3,100,"Бишкек, Советская - Щербакова, Советская",180 000,15 620 400
3,70,"Бишкек, с. Чон-Арык",250 000,21 695 000
7,390,"Бишкек, Политех, Политехническая, 9",359 000,31 154 020
7,235,"Бишкек, Орозбекова - Жибек-Жолу, Ж.Жолу",350 000,30 373 000
7,230,"Бишкек, Арча-Бешик ж/м, Мину куш",270 000,23 430 600
7,160,"Бишкек, Ак-Ордо ж/м",122 000,10 587 160
5,60,"с. Новопокровка, по трассе - село Новопокровка, ул.Ленина (продолжение проспекта Жибек Жолу)",190 000,16 488 200
7,300,"Бишкек, с. Кок-Джар, Кыдыкеева, 63",360 000,31 240 800
6,75,с. Манас,69 500,6 031 210
7,200,"Бишкек, Ынтымак ж/м",270 000,23 430 600
6,167,"Бишкек, Оскон-Ордо ж/м",155 000,13 450 900
6,120,"Бишкек, Бакай-Ата ж/м",128 000,11 107 840
3,100,с. Кара-Ой,180 000,15 620 400
2,66,"Бишкек, Джальская больница",250 000,21 695 000
5,60,"Бишкек, Тоголок-Молдо - БЧК, Курганская",135 000,11 715 300
6,166,"с. Булан-Соготту, Комсомол",270 000,23 430 600
6,93,"Бишкек, Западный автовокзал",99 000,8 591 220
5,86,с. Сары-Ой,90 000,7 810 200
7,250,"Бишкек, Манаса-Кудрука, Баялинова",450 000,39 051 000
7,158,"Бишкек, БГУ",170 000,14 752 600
2,30,"Бишкек, Ак-Орго ж/м",75 000,6 508 500
5,190,"Бишкек, с. Кок-Джар, Тулеева",225 000,19 525 500
7,200,"Бишкек, Ак-Орго ж/м",200 000,17 356 000
5,105,"Бишкек, Джальская больница, Краснофлотский, 3",220 000,19 091 600
6,1.01,"Бишкек, Ак-Орго ж/м",145 000,12 583 100
7,160,"Бишкек, Старый толчок",162 000,14 058 360
6,135,"Бишкек, с. Чон-Арык, Шушенский переул",145 000,12 583 100
7,200,"Бишкек, Арча-Бешик ж/м, кызыл адыр",260 000,22 562 800
3,57,"Бишкек, Кара Дарыя, Белорусская",250 000,21 695 000
5,125,"Бишкек, Полицейский городок м-н",240 000,20 827 200
7,150,"Бишкек, Рухий Мурас ж/м, проектирумая, 3492",170 000,14 752 600
7,170,"Бишкек, Арча-Бешик ж/м, Эр-Тайлак / Актан",176 000,15 273 280
2,40,с. Байтик,100 000,8 678 000
7,270,"Бишкек, Арча-Бешик ж/м, Abdrakhmanova",385 000,33 410 300
7,1000,"Бишкек, Чуй - Алматинка, Саратовская",1 200 000,104 136 000
5,80,Бишкек,180 000,15 620 400
6,195,"Бишкек, Ак-Ордо ж/м",146 000,12 669 880
7,300,"Бишкек, Ак-Орго ж/м",87 000,7 549 860
6,270,"Бишкек, 4 м-н",295 000,25 600 100
6,100,с. Военно-Антоновка,55 000,4 772 900
5,140,"Бишкек, Ак-Орго ж/м",150 000,13 017 000
2,40,"Бишкек, Тоголок-Молдо - БЧК",48 000,4 165 440
5,100,"Бишкек, с. Аламудун",140 000,12 149 200
2,30,"Бишкек, с. Нижняя Ала-Арча",35 800,3 106 724
7,180,"Бишкек, Лебединовка, Северная",263 000,22 823 140
7,190.7,"Бишкек, Пишпек ж/м, Термечикова",225 000,19 525 500
6,110,"Бишкек, Пишпек ж/м, Маликова",260 000,22 562 800
5,170,"Бишкек, Бакай-Ата ж/м",145 000,12 583 100
7,150,"Бишкек, Токольдош ж/м, Менделеева, 157",195 000,16 922 100
3,112.62,с. Арашан,90 000,7 810 200
5,110,"Кант, МПС, 10",120 000,10 413 600
6,100,"Чолпон-Ата, Ленина, 50",71 000,6 161 380
6,125,"Джалал-Абад, Салахова, 10",130 000,11 281 400
5,80,"Бишкек, с. Маевка",70 000,6 074 600
7,350,с. Сары-Ой,399 999,34 711 913
6,136,"Бишкек, Рабочий Городок, Партизанский 38, 38",160 000,13 884 800
5,90,с. Чок-Тал,135 000,11 715 300
7,310,"Бишкек, Киргизия 1 ж/м, Кожомкулова, 36",650 000,56 407 000
6,90,с. Военно-Антоновка,63 000,5 467 140
7,360,"Бишкек, с. Кок-Джар",430 000,37 315 400
7,165,"Бишкек, Арча-Бешик ж/м, Арча-Бешик-21",220 000,19 091 600
7,300,"Бишкек, Карла Маркса",475 000,41 220 500
6,300,"Бишкек, Ала-Арча 3",389 000,33 757 420
6,207,"Бишкек, Ак-Ордо ж/м, ак ордо 2",153 000,13 277 340
6,630,"Бишкек, Ала-Арча ж/м, 3 линия",1 250 000,108 475 000
7,170,"Бишкек, Ак-Ордо 3 ж/м",83 000,7 202 740
6,120,"Бишкек, с. Верхний Орок, Багорная, 50В",114 500,9 936 310
7,214,"Бишкек, Арча-Бешик ж/м",110 000,9 545 800
5,60,"Бишкек, Токольдош ж/м, Кийизбаевой",400 000,34 712 000
7,355,"Бишкек, Кок-Жар ж/м, 7 апреля",410 000,35 579 800
5,66,"с. Таш-Добо, Южная",95 000,8 244 100
6,360,"Бишкек, с. Чон-Арык, Кожобергенова",450 000,39 051 000
3,180,"Бишкек, Айкол",250 000,21 695 000
7,220,"Бишкек, Карла Маркса",410 000,35 579 800
3,76,с. Военно-Антоновка,60 000,5 206 800
7,300,"Бишкек, Арча-Бешик ж/м",370 000,32 108 600
5,70,"Бишкек, с. Орто-Сай",210 000,18 223 800
7,310.5,"Бишкек, Ынтымак ж/м, Стадионная",560 000,48 596 800
6,225,"Бишкек, Мед. академия",300 000,26 034 000
2,70,с. Заречное,133 000,11 541 740
5,265,с. Беш-Кунгей,165 000,14 318 700
3,50,"Бишкек, Пишпек ж/м",80 000,6 942 400
7,190,"Бишкек, Учкун м-н, жылдызбекогонбаева, 73",135 000,11 715 300
5,180,"Бишкек, Кок-Жар ж/м",260 000,22 562 800
7,258,"Бишкек, с. Кок-Джар",285 000,24 732 300
2,48,"Бишкек, Калыс-Ордо ж/м, 6",33 000,2 863 740
7,344,"с. Таш-Добо, Кооперативная, 41",350 000,30 373 000
5,48,с. Ак-Джол,45 000,3 905 100
7,174,"Бишкек, Рухий Мурас ж/м, Рухий мурас 4, 52",160 000,13 884 800
5,120,"Сокулук, село Сокулук, село Сокулук",76 000,6 595 280
6,190,"Бишкек, с. Кок-Джар",225 000,19 525 500
5,80,"с. Новопокровка, Чапаева, 5",105 000,9 111 900
5,150,"Кемин, ул. Ладышева, 24",40 000,3 471 200
7,170,с. Массы,100 000,8 678 000
5,92,"Токмок, Ленина, 169",45 000,3 905 100
3,60,"Нарын, Мусурманкулова",45 000,3 905 100
5,54,с. Петровка,37 000,3 210 860
7,140,"Бишкек, Ак-Ордо ж/м",165 800,14 388 124
5,80,"Бишкек, с. Нижняя Ала-Арча",77 000,6 682 060
6,200,"Бишкек, с. Чон-Арык",290 000,25 166 200
7,270,"Бишкек, Ынтымак ж/м",550 000,47 729 000
2,30,с. Беш-Кунгей,55 000,4 772 900
7,190,"Бишкек, Ак-Ордо ж/м",162 000,14 058 360
7,467,"Бишкек, Достук, баетова, 49б",595 000,51 634 100
6,172,"Бишкек, Аламедин-1 м-н, село. Лебединовка",155 000,13 450 900
5,223,Чолпон-Ата,256 000,22 215 680
7,290,"Бишкек, с. Кок-Джар",230 000,19 959 400
6,160,"Бишкек, Ак-Ордо ж/м, У. Кудайбергенова",140 000,12 149 200
6,150,"Бишкек, Западный автовокзал",155 000,13 450 900
3,30,"Бишкек, Джальская больница",90 000,7 810 200
6,125,"Бишкек, Ак-Орго ж/м, Омур, 7",165 000,14 318 700
7,200,"Бишкек, Арча-Бешик ж/м, Садыбакасова",250 000,21 695 000
7,500,с. Сын-Таш,420 000,36 447 600
7,275,с. Беш-Кунгей,480 000,41 654 400
7,320,"Бишкек, Золотой квадрат, ул.Бакаева",640 000,55 539 200
6,180,"Бишкек, Ак-Ордо 3 ж/м",89 000,7 723 420
5,146,"Бишкек, с. Новопавловка",115 000,9 979 700
7,286,"Бишкек, Ынтымак ж/м",350 000,30 373 000
7,277,"Бишкек, с. Кок-Джар, Куюкова",220 000,19 091 600
7,274,"Бишкек, Лебединовка, Северная, 32  А",320 000,27 769 600
7,228,"Бишкек, Кок-Жар м-н, Онарчинский переулок",285 000,24 732 300
6,64,"Бишкек, Матросова, Елецкий пер.",200 000,17 356 000
5,719,"с. Новопокровка, Ленина",365 000,31 674 700
5,313,"Бишкек, с. Чон-Арык, Береговая",700 000,60 746 000
7,366,"Бишкек, Достук м-н, Кайназаровой",140 000,12 149 200
5,52,"Бишкек, Кара Дарыя, Койташский пер.",195 000,16 922 100
7,350,"Бишкек, Ак-Орго ж/м, Кебрез",310 000,26 901 800
7,260,"Бишкек, Кок-Жар ж/м, Босого",331 500,28 767 570
6,220,"Бишкек, Ала-Арча 3",425 000,36 881 500
5,46,"Бишкек, Пишпек ж/м, Тимура Фрунзе",100 000,8 678 000
6,217,"Бишкек, Арча-Бешик ж/м",220 000,19 091 600
3,164,"с. Беш-Кунгей, Мыктыбек уулу Сарбагыш",230 000,19 959 400
7,328,"Бишкек, Аламединский рынок, Т. Айтматова",350 000,30 373 000
7,99,"Бишкек, Лебединовка, Ивана Мичурина",230 000,19 959 400
7,300,"Бишкек, с. Кок-Джар",360 000,31 240 800
7,450,"Бишкек, Карла Маркса, Жигулевская",490 000,42 522 200
7,90,"Бишкек, с. Новопавловка",295 000,25 600 100
7,450,"Бишкек, Карла Маркса",490 000,42 522 200
5,164,"с. Военно-Антоновка, Ленина, 188",130 000,11 281 400
7,231,"Бишкек, Арча-Бешик ж/м, Валдайская",350 000,30 373 000
7,220,"Бишкек, Баха, Кулназарова",250 000,21 695 000
5,195,Чолпон-Ата,230 000,19 959 400
5,80,"Бишкек, Чуй - Алматинка, ул.Ереванская, 63",145 000,12 583 100
5,132,"Бишкек, с. Чон-Арык, Абаданова, 74/1",140 000,12 149 200
5,143,"Бишкек, Туберкулезная больница, Тушинский пер.",175 000,15 186 500
3,127,"Бишкек, Лебединовка, Победы пр-т",155 000,13 450 900
7,295.45,"Бишкек, с. Кок-Джар, Иманбек уулу Акылбек",550 000,47 729 000
6,145.7,"Чолпон-Ата, Айтматова",140 000,12 149 200
5,35,"Бишкек, с. Аламудун, Алма-Атинская",220 000,19 091 600
7,310,"Бишкек, Ынтымак ж/м, Адигине",500 000,43 390 000
7,300,"Бишкек, КНУ, Куренкеева",310 000,26 901 800
2,71.9,"Бишкек, Арча-Бешик ж/м, 17-я",199 000,17 269 220
5,68.14,"Бишкек, с. Аламудун, Заводской тупик",60 000,5 206 800
5,72,"Бишкек, Чуй - Алматинка, Саратовкая",150 000,13 017 000
7,150,"с. Бостери, Кожомбердиева",155 000,13 450 900
3,58.8,"Бишкек, VEFA, Кошевого пер.",420 000,36 447 600
7,86.3,"Бишкек, Нижний Токольдош, Карский пер",100 000,8 678 000
5,253,"Бишкек, Магистраль, Абсамат Масалиев пр-т",325 000,28 203 500
7,400,"Бишкек, Таш Рабат, Жукеева-Пудовкина",330 000,28 637 400
6,124.4,"Бишкек, Ак-Орго ж/м, Ак-Чолмок",170 000,14 752 600
7,410,"Бишкек, Карла Маркса, Бектенова",750 000,65 085 000
7,250,"Бишкек, Пишпек ж/м, Ломоносова",280 000,24 298 400
6,96.1,"Бишкек, Кара Дарыя, Сонкульский пер.",210 000,18 223 800
1,100,"Бишкек, Лебединовка, Мамыркалиева",170 000,14 752 600
7,230,"Бишкек, Политех, Майрам",360 000,31 240 800
7,157,"Бишкек, с. Нижняя Ала-Арча, Чон-Коргонская",75 000,6 508 500
7,180,"Бишкек, Кок-Жар ж/м, Арстанбап",227 000,19 699 060
5,150,"Бишкек, Рабочий Городок, Щорса",195 000,16 922 100
5,67,"Бишкек, с. Аламудун, Проскурякова, 53",90 000,7 810 200
7,200,с. Новопокровка,360 000,31 240 800
6,156,"Бишкек, Рухий Мурас ж/м, 2695, 2695",121 000,10 500 380
6,100,"Бишкек, Ак-Тилек ж/м, 68д",70 000,6 074 600
3,80,"Бишкек, Ак-Орго ж/м, Таттыбубу, 8",210 000,18 223 800
3,54.3,"с. Маловодное (Сокулукский р-н), Новая, 27",20 000,1 735 600
7,190,"Бишкек, с. Сарбан",183 000,15 880 740
7,220,"Бишкек, Чуй - Алматинка, 30",250 000,21 695 000
7,446,"Бишкек, Нижний Токольдош, Киезбаева",280 000,24 298 400
6,165,"Бишкек, Рухий Мурас ж/м, Рухий-Мурас-2",102 000,8 851 560
5,62,с. Тамга,40 000,3 471 200
7,120,Чолпон-Ата,78 000,6 768 840
3,50,"Бишкек, Лебединовка, 8-марта",200 000,17 356 000
6,24,Кант,230 000,19 959 400
7,196.8,"Бишкек, Аламединский рынок",230 000,19 959 400
5,80,"Бишкек, Ден Сяопина - Фучика, Месароша",107 000,9 285 460
5,70,с. Новопокровка,42 000,3 644 760
7,200,"Бишкек, Аска-Таш ж/м, Месароша, 19",250 000,21 695 000
7,200,"Бишкек, Красный Строитель ж/м",112 000,9 719 360
7,320,"Бишкек, Магистраль",365 000,31 674 700
7,240,"Бишкек, Учкун ж/м",165 000,14 318 700
6,200,"Бишкек, Арча-Бешик ж/м, Жазыйра",440 000,38 183 200
5,137,"с. Сары-Ой, Нурдоолот, 90а/2",260 000,22 562 800
5,180,"Бишкек, Кок-Жар ж/м",240 000,20 827 200
7,6,"Чолпон-Ата, советская",125 000,10 847 500
3,72,"Бишкек, с. Новопавловка",59 800,5 189 444
7,200,"Бишкек, Аламединский рынок, Торокул Айтматова",135 000,11 715 300
6,150,"Бишкек, Аламединский рынок, Черкесский переулок, 1",220 000,19 091 600
5,200,"Бишкек, Тунгуч 44",169 000,14 665 820
7,77.8,"Бишкек, Таатан, Целиноградская",100 000,8 678 000
5,80,"Бишкек, с. Кашка-Баш",115 000,9 979 700
7,112,"Бишкек, Джальская больница, Сухомлинова, 78/78а",300 000,26 034 000
7,150,"Бишкек, с. Новопавловка, 1",135 000,11 715 300
3,49,"Орловка, Фрунзе, 114",35 000,3 037 300
5,100,"Бишкек, Ден Сяопина - Фучика, Власова, 20",88 000,7 636 640
6,164,с. Джаны-Джер,40 000,3 471 200
7,200,"Бишкек, Арча-Бешик ж/м, Чортекова Эр-Тайлак",300 000,26 034 000
7,160,"с. Байтик, 9",300 000,26 034 000
7,250,"Бишкек, Горького - Панфилова, Панфилова",370 000,32 108 600
5,10,"Бишкек, Арча-Бешик ж/м, 84",210 000,18 223 800
5,65,"Бишкек, Советская - Щербакова",97 000,8 417 660
7,400,"Бишкек, Баха",385 000,33 410 300
7,191,"Бишкек, Баха",248 000,21 521 440
7,350,"Бишкек, Алтын-Ордо ж/м",310 000,26 901 800
2,71,"Бишкек, Западный автовокзал",65 000,5 640 700
7,274,"Бишкек, Лебединовка, Северная",320 000,27 769 600
2,40,"Бишкек, с. Пригородное",46 500,4 035 270
3,50,"Бишкек, Азия Молл",115 000,9 979 700
7,542,"Бишкек, Пишпек ж/м",360 000,31 240 800
7,280,"Бишкек, Кудайберген",279 000,24 211 620
7,180,"Бишкек, Арча-Бешик ж/м",290 000,25 166 200
5,50,"Бишкек, с. Нижняя Ала-Арча",57 000,4 946 460
7,720,"Бишкек, Баха, Бердибаева",245 000,21 261 100
5,150,"с. Люксембург, Шайлобекова, 5",135 000,11 715 300
6,175,"Бишкек, Матросова, Бектенова",329 000,28 550 620
2,50,с. Военно-Антоновка,55 000,4 772 900
7,500,"Бишкек, Ала-Арча ж/м",800 000,69 424 000
7,150,"Бишкек, с. Новопавловка, Маматемин ата",192 000,16 661 760
3,61,"Бишкек, с. Джал, нияз ата",127 000,11 021 060
6,100,"Бишкек, Калыс-Ордо ж/м",75 000,6 508 500
