Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
5,60.0,"Бишкек, Токольдош ж/м, Кийизбаевой",400000,34712000
7,355.0,"Бишкек, Кок-Жар ж/м, 7 апреля",410000,35579800
5,66.0,"с. Таш-Добо, Южная",95000,8244100
6,360.0,"Бишкек, с. Чон-Арык, Кожобергенова",450000,39051000
3,180.0,"Бишкек, Айкол",250000,21695000
7,220.0,"Бишкек, Карла Маркса",410000,35579800
3,76.0,с. Военно-Антоновка,60000,5206800
7,300.0,"Бишкек, Арча-Бешик ж/м",370000,32108600
5,70.0,"Бишкек, с. Орто-Сай",210000,18223800
7,310.5,"Бишкек, Ынтымак ж/м, Стадионная",560000,48596800
6,225.0,"Бишкек, Мед. академия",300000,26034000
2,70.0,с. Заречное,133000,11541740
5,265.0,с. Беш-Кунгей,165000,14318700
3,50.0,"Бишкек, Пишпек ж/м",80000,6942400
7,190.0,"Бишкек, Учкун м-н, жылдызбекогонбаева, 73",135000,11715300
5,180.0,"Бишкек, Кок-Жар ж/м",260000,22562800
7,258.0,"Бишкек, с. Кок-Джар",285000,24732300
2,48.0,"Бишкек, Калыс-Ордо ж/м, 6",33000,2863740
7,344.0,"с. Таш-Добо, Кооперативная, 41",350000,30373000
5,48.0,с. Ак-Джол,45000,3905100
7,174.0,"Бишкек, Рухий Мурас ж/м, Рухий мурас 4, 52",160000,13884800
5,120.0,"Сокулук, село Сокулук, село Сокулук",76000,6595280
6,190.0,"Бишкек, с. Кок-Джар",225000,19525500
5,80.0,"с. Новопокровка, Чапаева, 5",105000,9111900
5,150.0,"Кемин, ул. Ладышева, 24",40000,3471200
7,170.0,с. Массы,100000,8678000
5,92.0,"Токмок, Ленина, 169",45000,3905100
3,60.0,"Нарын, Мусурманкулова",45000,3905100
5,54.0,с. Петровка,37000,3210860
7,140.0,"Бишкек, Ак-Ордо ж/м",165800,14388124
5,80.0,"Бишкек, с. Нижняя Ала-Арча",77000,6682060
6,200.0,"Бишкек, с. Чон-Арык",290000,25166200
7,270.0,"Бишкек, Ынтымак ж/м",550000,47729000
2,30.0,с. Беш-Кунгей,55000,4772900
7,190.0,"Бишкек, Ак-Ордо ж/м",162000,14058360
7,467.0,"Бишкек, Достук, баетова, 49б",595000,51634100
6,172.0,"Бишкек, Аламедин-1 м-н, село. Лебединовка",155000,13450900
5,223.0,Чолпон-Ата,256000,22215680
7,290.0,"Бишкек, с. Кок-Джар",230000,19959400
6,160.0,"Бишкек, Ак-Ордо ж/м, У. Кудайбергенова",140000,12149200
6,150.0,"Бишкек, Западный автовокзал",155000,13450900
3,30.0,"Бишкек, Джальская больница",90000,7810200
6,125.0,"Бишкек, Ак-Орго ж/м, Омур, 7",165000,14318700
7,200.0,"Бишкек, Арча-Бешик ж/м, Садыбакасова",250000,21695000
7,500.0,с. Сын-Таш,420000,36447600
7,275.0,с. Беш-Кунгей,480000,41654400
7,320.0,"Бишкек, Золотой квадрат, ул.Бакаева",640000,55539200
6,180.0,"Бишкек, Ак-Ордо 3 ж/м",89000,7723420
5,146.0,"Бишкек, с. Новопавловка",115000,9979700
7,286.0,"Бишкек, Ынтымак ж/м",350000,30373000
7,277.0,"Бишкек, с. Кок-Джар, Куюкова",220000,19091600
7,274.0,"Бишкек, Лебединовка, Северная, 32  А",320000,27769600
7,228.0,"Бишкек, Кок-Жар м-н, Онарчинский переулок",285000,24732300
6,64.0,"Бишкек, Матросова, Елецкий пер.",200000,17356000
5,719.0,"с. Новопокровка, Ленина",365000,31674700
5,313.0,"Бишкек, с. Чон-Арык, Береговая",700000,60746000
7,366.0,"Бишкек, Достук м-н, Кайназаровой",140000,12149200
5,52.0,"Бишкек, Кара Дарыя, Койташский пер.",195000,16922100
7,350.0,"Бишкек, Ак-Орго ж/м, Кебрез",310000,26901800
7,260.0,"Бишкек, Кок-Жар ж/м, Босого",331500,28767570
6,220.0,"Бишкек, Ала-Арча 3",425000,36881500
5,46.0,"Бишкек, Пишпек ж/м, Тимура Фрунзе",100000,8678000
6,217.0,"Бишкек, Арча-Бешик ж/м",220000,19091600
3,164.0,"с. Беш-Кунгей, Мыктыбек уулу Сарбагыш",230000,19959400
7,328.0,"Бишкек, Аламединский рынок, Т. Айтматова",350000,30373000
7,99.0,"Бишкек, Лебединовка, Ивана Мичурина",230000,19959400
7,300.0,"Бишкек, с. Кок-Джар",360000,31240800
7,450.0,"Бишкек, Карла Маркса, Жигулевская",490000,42522200
7,90.0,"Бишкек, с. Новопавловка",295000,25600100
7,450.0,"Бишкек, Карла Маркса",490000,42522200
5,164.0,"с. Военно-Антоновка, Ленина, 188",130000,11281400
7,231.0,"Бишкек, Арча-Бешик ж/м, Валдайская",350000,30373000
7,220.0,"Бишкек, Баха, Кулназарова",250000,21695000
5,195.0,Чолпон-Ата,230000,19959400
5,80.0,"Бишкек, Чуй - Алматинка, ул.Ереванская, 63",145000,12583100
5,132.0,"Бишкек, с. Чон-Арык, Абаданова, 74/1",140000,12149200
5,143.0,"Бишкек, Туберкулезная больница, Тушинский пер.",175000,15186500
3,127.0,"Бишкек, Лебединовка, Победы пр-т",155000,13450900
7,295.45,"Бишкек, с. Кок-Джар, Иманбек уулу Акылбек",550000,47729000
6,145.7,"Чолпон-Ата, Айтматова",140000,12149200
5,35.0,"Бишкек, с. Аламудун, Алма-Атинская",220000,19091600
7,310.0,"Бишкек, Ынтымак ж/м, Адигине",500000,43390000
7,300.0,"Бишкек, КНУ, Куренкеева",310000,26901800
2,71.9,"Бишкек, Арча-Бешик ж/м, 17-я",199000,17269220
5,68.14,"Бишкек, с. Аламудун, Заводской тупик",60000,5206800
5,72.0,"Бишкек, Чуй - Алматинка, Саратовкая",150000,13017000
7,150.0,"с. Бостери, Кожомбердиева",155000,13450900
3,58.8,"Бишкек, VEFA, Кошевого пер.",420000,36447600
7,86.3,"Бишкек, Нижний Токольдош, Карский пер",100000,8678000
5,253.0,"Бишкек, Магистраль, Абсамат Масалиев пр-т",325000,28203500
7,400.0,"Бишкек, Таш Рабат, Жукеева-Пудовкина",330000,28637400
6,124.4,"Бишкек, Ак-Орго ж/м, Ак-Чолмок",170000,14752600
7,410.0,"Бишкек, Карла Маркса, Бектенова",750000,65085000
7,250.0,"Бишкек, Пишпек ж/м, Ломоносова",280000,24298400
6,96.1,"Бишкек, Кара Дарыя, Сонкульский пер.",210000,18223800
1,100.0,"Бишкек, Лебединовка, Мамыркалиева",170000,14752600
7,230.0,"Бишкек, Политех, Майрам",360000,31240800
7,157.0,"Бишкек, с. Нижняя Ала-Арча, Чон-Коргонская",75000,6508500
7,180.0,"Бишкек, Кок-Жар ж/м, Арстанбап",227000,19699060
5,150.0,"Бишкек, Рабочий Городок, Щорса",195000,16922100
5,67.0,"Бишкек, с. Аламудун, Проскурякова, 53",90000,7810200
7,200.0,с. Новопокровка,360000,31240800
6,156.0,"Бишкек, Рухий Мурас ж/м, 2695, 2695",121000,10500380
6,100.0,"Бишкек, Ак-Тилек ж/м, 68д",70000,6074600
3,80.0,"Бишкек, Ак-Орго ж/м, Таттыбубу, 8",210000,18223800
3,54.3,"с. Маловодное (Сокулукский р-н), Новая, 27",20000,1735600
7,190.0,"Бишкек, с. Сарбан",183000,15880740
7,220.0,"Бишкек, Чуй - Алматинка, 30",250000,21695000
7,446.0,"Бишкек, Нижний Токольдош, Киезбаева",280000,24298400
6,165.0,"Бишкек, Рухий Мурас ж/м, Рухий-Мурас-2",102000,8851560
5,62.0,с. Тамга,40000,3471200
7,120.0,Чолпон-Ата,78000,6768840
3,50.0,"Бишкек, Лебединовка, 8-марта",200000,17356000
6,24.0,Кант,230000,19959400
7,196.8,"Бишкек, Аламединский рынок",230000,19959400
5,80.0,"Бишкек, Ден Сяопина - Фучика, Месароша",107000,9285460
5,70.0,с. Новопокровка,42000,3644760
7,200.0,"Бишкек, Аска-Таш ж/м, Месароша, 19",250000,21695000
7,200.0,"Бишкек, Красный Строитель ж/м",112000,9719360
7,320.0,"Бишкек, Магистраль",365000,31674700
7,240.0,"Бишкек, Учкун ж/м",165000,14318700
6,200.0,"Бишкек, Арча-Бешик ж/м, Жазыйра",440000,38183200
5,137.0,"с. Сары-Ой, Нурдоолот, 90а/2",260000,22562800
5,180.0,"Бишкек, Кок-Жар ж/м",240000,20827200
7,6.0,"Чолпон-Ата, советская",125000,10847500
3,72.0,"Бишкек, с. Новопавловка",59800,5189444
7,200.0,"Бишкек, Аламединский рынок, Торокул Айтматова",135000,11715300
6,150.0,"Бишкек, Аламединский рынок, Черкесский переулок, 1",220000,19091600
5,200.0,"Бишкек, Тунгуч 44",169000,14665820
7,77.8,"Бишкек, Таатан, Целиноградская",100000,8678000
5,80.0,"Бишкек, с. Кашка-Баш",115000,9979700
7,112.0,"Бишкек, Джальская больница, Сухомлинова, 78/78а",300000,26034000
7,150.0,"Бишкек, с. Новопавловка, 1",135000,11715300
3,49.0,"Орловка, Фрунзе, 114",35000,3037300
5,100.0,"Бишкек, Ден Сяопина - Фучика, Власова, 20",88000,7636640
6,164.0,с. Джаны-Джер,40000,3471200
7,200.0,"Бишкек, Арча-Бешик ж/м, Чортекова Эр-Тайлак",300000,26034000
7,160.0,"с. Байтик, 9",300000,26034000
7,250.0,"Бишкек, Горького - Панфилова, Панфилова",370000,32108600
5,10.0,"Бишкек, Арча-Бешик ж/м, 84",210000,18223800
5,65.0,"Бишкек, Советская - Щербакова",97000,8417660
7,400.0,"Бишкек, Баха",385000,33410300
7,191.0,"Бишкек, Баха",248000,21521440
7,350.0,"Бишкек, Алтын-Ордо ж/м",310000,26901800
2,71.0,"Бишкек, Западный автовокзал",65000,5640700
7,274.0,"Бишкек, Лебединовка, Северная",320000,27769600
2,40.0,"Бишкек, с. Пригородное",46500,4035270
3,50.0,"Бишкек, Азия Молл",115000,9979700
7,542.0,"Бишкек, Пишпек ж/м",360000,31240800
7,280.0,"Бишкек, Кудайберген",279000,24211620
7,180.0,"Бишкек, Арча-Бешик ж/м",290000,25166200
5,50.0,"Бишкек, с. Нижняя Ала-Арча",57000,4946460
7,720.0,"Бишкек, Баха, Бердибаева",245000,21261100
5,150.0,"с. Люксембург, Шайлобекова, 5",135000,11715300
6,175.0,"Бишкек, Матросова, Бектенова",329000,28550620
2,50.0,с. Военно-Антоновка,55000,4772900
7,500.0,"Бишкек, Ала-Арча ж/м",800000,69424000
7,150.0,"Бишкек, с. Новопавловка, Маматемин ата",192000,16661760
3,61.0,"Бишкек, с. Джал, нияз ата",127000,11021060
6,100.0,"Бишкек, Калыс-Ордо ж/м",75000,6508500
